date,departure_date,days_until_departure,fare_class,price,competitor_price,fuel_price_index,capacity,bookings,day_of_week,month,is_weekend,is_holiday
2024-03-13,2024-05-30,78,Business,1186.03,1315.25,111.72,40,6,3,5,0,0
2024-03-22,2024-05-30,69,Business,1099.27,967.7,110.13,40,8,3,5,0,0
2024-04-07,2024-05-30,53,Business,1242.23,901.39,107.88,40,11,3,5,0,0
2024-04-21,2024-05-30,39,Business,1292.3,1061.04,107.79,40,12,3,5,0,0
2024-04-25,2024-05-30,35,Business,1361.02,1443.52,114.12,40,13,3,5,0,0
2024-04-29,2024-05-30,31,Economy,419.5,491.13,118.26,180,47,3,5,0,0
2024-05-06,2024-05-30,24,Business,1400.24,1423.81,113.02,40,14,3,5,0,0
2024-05-08,2024-05-30,22,Economy,454.11,398.62,108.65,180,57,3,5,0,0
2024-05-19,2024-05-30,11,Economy,456.27,438.39,108.17,180,64,3,5,0,0
2024-05-26,2024-05-30,4,Economy,441.26,519.07,115.11,180,73,3,5,0,0
2023-12-10,2024-05-31,173,Economy,245.31,288.16,109.27,180,9,4,5,0,0
2023-12-10,2024-05-31,173,Economy,258.18,238.25,110.1,180,10,4,5,0,0
2023-12-20,2024-05-31,163,Economy,262.12,288.0,109.47,180,19,4,5,0,0
2023-12-28,2024-05-31,155,Economy,265.74,288.43,103.63,180,21,4,5,0,0
2024-01-11,2024-05-31,141,Economy,290.59,336.06,105.8,180,28,4,5,0,0
2024-01-18,2024-05-31,134,Economy,314.78,370.86,117.06,180,26,4,5,0,0
2024-01-26,2024-05-31,126,Economy,308.66,311.48,113.66,180,32,4,5,0,0
2024-01-30,2024-05-31,122,Economy,308.85,295.44,111.03,180,37,4,5,0,0
2024-02-11,2024-05-31,110,Economy,305.99,413.54,110.1,180,30,4,5,0,0
2024-02-14,2024-05-31,107,Economy,327.82,404.12,102.54,180,39,4,5,0,0
2024-02-28,2024-05-31,93,Economy,369.33,384.02,121.39,180,42,4,5,0,0
2024-03-03,2024-05-31,89,Economy,313.95,305.6,117.27,180,46,4,5,0,0
2024-03-06,2024-05-31,86,Economy,357.92,331.62,119.07,180,54,4,5,0,0
2024-03-09,2024-05-31,83,Economy,344.44,355.52,108.85,180,59,4,5,0,0
2024-03-24,2024-05-31,68,Economy,359.6,337.5,108.8,180,53,4,5,0,0
2024-03-26,2024-05-31,66,Economy,397.26,545.39,108.65,180,54,4,5,0,0
2024-04-11,2024-05-31,50,Economy,392.45,326.56,107.88,180,66,4,5,0,0
2024-04-14,2024-05-31,47,Economy,383.81,435.85,107.88,180,73,4,5,0,0
2024-04-20,2024-05-31,41,Economy,414.68,417.3,99.21,180,61,4,5,0,0
2024-04-24,2024-05-31,37,Economy,410.28,425.32,110.29,180,84,4,5,0,0
2024-05-02,2024-05-31,29,Economy,405.55,464.29,101.98,180,95,4,5,0,0
2024-05-02,2024-05-31,29,Economy,426.56,491.56,111.02,180,65,4,5,0,0
2024-05-07,2024-05-31,24,Economy,443.27,475.79,114.84,180,71,4,5,0,0
2024-05-29,2024-05-31,2,Economy,443.71,377.58,110.94,180,80,4,5,0,0
2023-12-08,2024-06-02,177,Economy,269.38,280.73,101.9,180,10,6,6,1,0
2023-12-27,2024-06-02,158,Economy,275.62,258.6,97.75,180,21,6,6,1,0
2024-01-02,2024-06-02,152,Economy,270.28,296.93,100.38,180,32,6,6,1,0
2024-01-03,2024-06-02,151,Economy,270.29,266.48,103.71,180,43,6,6,1,0
2024-01-15,2024-06-02,139,Economy,301.99,273.49,94.92,180,52,6,6,1,0
2024-01-18,2024-06-02,136,Economy,312.92,350.48,97.05,180,66,6,6,1,0
2024-03-08,2024-06-02,86,Economy,365.5,273.3,105.36,180,78,6,6,1,0
2024-03-09,2024-06-02,85,Economy,336.22,341.93,98.57,180,84,6,6,1,0
2024-03-18,2024-06-02,76,Economy,358.59,387.24,99.21,180,91,6,6,1,0
2024-04-22,2024-06-02,41,Economy,369.12,372.51,102.61,180,101,6,6,1,0
2024-04-23,2024-06-02,40,Economy,385.19,346.99,100.67,180,117,6,6,1,0
2024-05-07,2024-06-02,26,Economy,433.8,449.96,89.4,180,122,6,6,1,0
2023-12-10,2024-06-05,178,Business,800.84,738.85,96.58,40,2,2,6,0,0
2023-12-11,2024-06-05,177,Business,843.76,760.7,94.53,40,4,2,6,0,0
2023-12-31,2024-06-05,157,Business,857.72,999.87,104.0,40,7,2,6,0,0
2024-01-29,2024-06-05,128,Business,937.38,1095.46,100.14,40,8,2,6,0,0
2024-02-05,2024-06-05,121,Business,987.64,863.56,95.67,40,8,2,6,0,0
2024-02-11,2024-06-05,115,Business,1041.72,1278.73,98.55,40,9,2,6,0,0
2024-02-12,2024-06-05,114,Business,1085.66,1109.25,92.19,40,11,2,6,0,0
2024-02-15,2024-06-05,111,Business,1018.76,1263.71,92.14,40,12,2,6,0,0
2024-02-26,2024-06-05,100,Business,1112.72,680.9,91.32,40,16,2,6,0,0
2024-03-16,2024-06-05,81,Business,1103.8,1208.64,107.64,40,17,2,6,0,0
2024-03-18,2024-06-05,79,Business,1110.51,1111.88,106.9,40,19,2,6,0,0
2024-04-03,2024-06-05,63,Business,1199.04,871.47,101.16,40,20,2,6,0,0
2023-12-16,2024-06-06,173,Economy,254.89,273.25,101.71,180,7,3,6,0,0
2023-12-17,2024-06-06,172,Economy,274.6,301.79,103.43,180,16,3,6,0,0
2023-12-31,2024-06-06,158,Economy,281.53,299.85,96.91,180,19,3,6,0,0
2024-01-20,2024-06-06,138,Economy,302.61,221.78,88.75,180,24,3,6,0,0
2024-02-07,2024-06-06,120,Economy,315.96,393.86,102.92,180,30,3,6,0,0
2024-03-20,2024-06-06,78,Economy,355.39,309.02,95.96,180,37,3,6,0,0
2024-03-22,2024-06-06,76,Economy,351.39,304.98,108.48,180,45,3,6,0,0
2024-04-04,2024-06-06,63,Economy,377.03,328.8,91.52,180,50,3,6,0,0
2024-05-06,2024-06-06,31,Economy,405.41,521.28,111.79,180,56,3,6,0,0
2024-05-09,2024-06-06,28,Economy,434.64,404.27,93.11,180,65,3,6,0,0
2024-05-29,2024-06-06,8,Economy,444.6,358.46,101.69,180,77,3,6,0,0
2024-06-02,2024-06-06,4,Economy,433.6,523.65,101.1,180,83,3,6,0,0
2023-12-27,2024-06-11,167,Business,817.92,751.0,98.96,40,1,1,6,0,0
2024-03-18,2024-06-11,85,Business,1172.16,974.32,101.98,40,2,1,6,0,0
2024-03-27,2024-06-11,76,Business,1269.68,1003.38,98.6,40,5,1,6,0,0
2024-03-29,2024-06-11,74,Business,1170.02,1403.16,101.65,40,7,1,6,0,0
2024-04-10,2024-06-11,62,Business,1214.88,1018.42,95.85,40,9,1,6,0,0
2024-05-06,2024-06-11,36,Business,1219.66,1021.4,103.81,40,9,1,6,0,0
2024-05-07,2024-06-11,35,Business,1335.77,1313.27,99.29,40,12,1,6,0,0
2024-05-08,2024-06-11,34,Business,1305.75,1228.66,97.39,40,15,1,6,0,0
2024-05-17,2024-06-11,25,Business,1295.04,1339.74,99.83,40,16,1,6,0,0
2024-05-30,2024-06-11,12,Business,1494.97,1668.11,100.39,40,18,1,6,0,0
2024-05-31,2024-06-11,11,Business,1410.52,1537.9,91.42,40,20,1,6,0,0
2024-06-07,2024-06-11,4,Business,1510.34,1682.85,99.7,40,22,1,6,0,0
2023-12-25,2024-06-12,170,Economy,280.63,209.74,107.57,180,9,2,6,0,0
2023-12-25,2024-06-12,170,Business,803.74,833.56,103.1,40,1,2,6,0,0
2023-12-27,2024-06-12,168,Economy,270.7,324.58,99.75,180,12,2,6,0,0
2023-12-29,2024-06-12,166,Economy,254.47,267.2,102.89,180,18,2,6,0,0
2024-01-01,2024-06-12,163,Business,835.99,759.53,105.19,40,4,2,6,0,0
2024-01-03,2024-06-12,161,Economy,281.77,238.48,104.16,180,17,2,6,0,0
2024-01-31,2024-06-12,133,Business,957.9,859.34,106.63,40,6,2,6,0,0
2024-02-06,2024-06-12,127,Economy,326.98,407.93,99.84,180,27,2,6,0,0
2024-02-13,2024-06-12,120,Economy,314.67,334.93,105.51,180,27,2,6,0,0
2024-02-14,2024-06-12,119,Business,1061.64,1149.2,104.42,40,9,2,6,0,0
2024-02-21,2024-06-12,112,Business,977.52,1022.88,93.32,40,12,2,6,0,0
2024-02-24,2024-06-12,109,Economy,337.99,373.98,108.0,180,32,2,6,0,0
2024-03-02,2024-06-12,102,Economy,368.8,408.37,105.43,180,36,2,6,0,0
2024-03-05,2024-06-12,99,Economy,346.6,289.57,100.32,180,36,2,6,0,0
2024-03-05,2024-06-12,99,Economy,336.02,286.07,98.86,180,45,2,6,0,0
2024-03-18,2024-06-12,86,Business,1141.92,1200.46,95.22,40,12,2,6,0,0
2024-03-19,2024-06-12,85,Business,1217.06,977.5,95.73,40,12,2,6,0,0
2024-03-31,2024-06-12,73,Economy,359.98,440.25,98.7,180,57,2,6,0,0
2024-04-02,2024-06-12,71,Economy,366.55,396.11,104.37,180,59,2,6,0,0
2024-04-15,2024-06-12,58,Business,1238.56,1266.64,105.11,40,15,2,6,0,0
2024-04-20,2024-06-12,53,Economy,359.96,408.43,93.58,180,64,2,6,0,0
2024-04-24,2024-06-12,49,Business,1350.55,1005.94,94.03,40,18,2,6,0,0
2024-04-24,2024-06-12,49,Economy,437.51,432.3,93.9,180,70,2,6,0,0
2024-04-26,2024-06-12,47,Economy,413.34,434.89,94.63,180,42,2,6,0,0
2024-05-05,2024-06-12,38,Business,1199.54,1152.33,104.33,40,19,2,6,0,0
2024-05-05,2024-06-12,38,Economy,422.2,433.82,87.05,180,82,2,6,0,0
2024-05-13,2024-06-12,30,Economy,400.86,414.48,103.91,180,51,2,6,0,0
2024-05-17,2024-06-12,26,Economy,441.43,430.36,98.9,180,90,2,6,0,0
2024-05-19,2024-06-12,24,Business,1248.67,1187.25,100.73,40,21,2,6,0,0
2024-05-22,2024-06-12,21,Economy,433.51,448.43,103.98,180,57,2,6,0,0
2024-05-27,2024-06-12,16,Economy,417.53,316.64,93.52,180,67,2,6,0,0
2024-05-31,2024-06-12,12,Economy,451.72,488.61,86.89,180,77,2,6,0,0
2024-06-03,2024-06-12,9,Business,1370.78,1520.03,99.45,40,25,2,6,0,0
2024-06-06,2024-06-12,6,Economy,432.76,520.27,92.47,180,90,2,6,0,0
2024-06-08,2024-06-12,4,Economy,440.81,537.19,100.58,180,100,2,6,0,0
2024-06-09,2024-06-12,3,Economy,455.35,484.02,93.51,180,104,2,6,0,0
2023-12-24,2024-06-13,172,Business,834.3,816.86,103.9,40,0,3,6,0,0
2024-01-25,2024-06-13,140,Business,952.92,864.17,95.31,40,0,3,6,0,0
2024-03-01,2024-06-13,104,Business,1022.24,1144.99,102.96,40,0,3,6,0,0
2024-03-11,2024-06-13,94,Business,1117.6,988.57,91.98,40,4,3,6,0,0
2024-04-02,2024-06-13,72,Business,1125.91,1062.3,108.22,40,4,3,6,0,0
2024-04-06,2024-06-13,68,Business,1171.15,982.91,99.02,40,5,3,6,0,0
2024-04-16,2024-06-13,58,Business,1179.09,1224.28,93.47,40,5,3,6,0,0
2024-04-17,2024-06-13,57,Business,1237.33,1374.55,112.16,40,5,3,6,0,0
2024-04-23,2024-06-13,51,Business,1194.95,1178.13,100.9,40,9,3,6,0,0
2024-04-29,2024-06-13,45,Business,1272.98,1552.85,93.69,40,11,3,6,0,0
2024-05-20,2024-06-13,24,Business,1245.33,1497.59,98.94,40,15,3,6,0,0
2024-05-22,2024-06-13,22,Business,1321.11,1454.06,102.59,40,17,3,6,0,0
2023-12-18,2024-06-15,180,Economy,260.83,256.58,101.36,180,11,5,6,1,0
2023-12-28,2024-06-15,170,Economy,243.18,253.87,105.84,180,13,5,6,1,0
2023-12-29,2024-06-15,169,Economy,264.1,270.82,111.08,180,15,5,6,1,0
2024-01-01,2024-06-15,166,Business,753.13,757.75,99.36,40,5,5,6,1,0
2024-01-04,2024-06-15,163,Business,868.76,1043.19,104.04,40,6,5,6,1,0
2024-01-05,2024-06-15,162,Economy,266.41,273.92,99.88,180,25,5,6,1,0
2024-01-08,2024-06-15,159,Business,940.05,694.53,110.11,40,8,5,6,1,0
2024-01-13,2024-06-15,154,Economy,272.98,237.68,96.17,180,20,5,6,1,0
2024-01-14,2024-06-15,153,Economy,291.31,266.39,99.8,180,31,5,6,1,0
2024-02-02,2024-06-15,134,Economy,303.46,366.61,106.53,180,32,5,6,1,0
2024-02-07,2024-06-15,129,Economy,296.15,264.99,92.0,180,34,5,6,1,0
2024-02-10,2024-06-15,126,Business,990.12,958.99,96.95,40,8,5,6,1,0
2024-02-13,2024-06-15,123,Business,1030.54,1095.44,109.93,40,9,5,6,1,0
2024-02-17,2024-06-15,119,Business,1100.49,898.95,97.2,40,13,5,6,1,0
2024-03-01,2024-06-15,106,Economy,353.16,423.32,107.09,180,42,5,6,1,0
2024-03-09,2024-06-15,98,Economy,362.47,440.19,104.55,180,48,5,6,1,0
2024-03-09,2024-06-15,98,Economy,318.48,273.4,106.24,180,34,5,6,1,0
2024-03-11,2024-06-15,96,Economy,322.87,430.3,106.87,180,49,5,6,1,0
2024-03-28,2024-06-15,79,Economy,378.63,422.08,104.94,180,54,5,6,1,0
2024-04-19,2024-06-15,57,Economy,369.89,382.73,96.04,180,69,5,6,1,0
2024-04-20,2024-06-15,56,Business,1279.46,1506.58,93.89,40,15,5,6,1,0
2024-04-22,2024-06-15,54,Business,1124.29,943.63,97.02,40,20,5,6,1,0
2024-04-24,2024-06-15,52,Economy,398.49,386.13,95.37,180,55,5,6,1,0
2024-04-30,2024-06-15,46,Business,1214.05,1062.44,101.88,40,25,5,6,1,0
2024-05-01,2024-06-15,45,Economy,355.25,466.9,99.29,180,62,5,6,1,0
2024-05-01,2024-06-15,45,Economy,451.17,434.14,101.39,180,75,5,6,1,0
2024-05-03,2024-06-15,43,Economy,418.75,494.2,98.73,180,70,5,6,1,0
2024-05-04,2024-06-15,42,Business,1151.01,1166.09,97.56,40,26,5,6,1,0
2024-05-06,2024-06-15,40,Economy,401.34,502.22,102.1,180,83,5,6,1,0
2024-05-10,2024-06-15,36,Business,1274.75,1286.0,105.04,40,27,5,6,1,0
2024-05-11,2024-06-15,35,Economy,407.57,394.23,102.55,180,84,5,6,1,0
2024-05-14,2024-06-15,32,Economy,439.26,503.66,99.58,180,94,5,6,1,0
2024-05-28,2024-06-15,18,Economy,455.18,490.02,101.61,180,97,5,6,1,0
2024-05-31,2024-06-15,15,Business,1388.52,1241.69,99.08,40,30,5,6,1,0
2024-06-12,2024-06-15,3,Economy,456.36,384.65,103.18,180,106,5,6,1,0
2024-06-13,2024-06-15,2,Economy,473.43,501.22,96.12,180,108,5,6,1,0
2024-01-02,2024-06-16,166,Business,863.34,906.22,101.24,40,2,6,6,1,0
2024-01-03,2024-06-16,165,Economy,275.02,283.86,103.0,180,14,6,6,1,0
2024-01-10,2024-06-16,158,Business,847.72,817.0,98.9,40,4,6,6,1,0
2024-01-11,2024-06-16,157,Business,850.19,869.23,99.83,40,7,6,6,1,0
2024-01-17,2024-06-16,151,Economy,270.81,257.07,105.45,180,23,6,6,1,0
2024-01-19,2024-06-16,149,Economy,275.21,318.75,106.08,180,28,6,6,1,0
2024-01-23,2024-06-16,145,Business,894.87,773.61,97.05,40,11,6,6,1,0
2024-01-27,2024-06-16,141,Economy,285.41,281.07,92.55,180,42,6,6,1,0
2024-01-28,2024-06-16,140,Business,1004.7,716.79,92.23,40,11,6,6,1,0
2024-01-28,2024-06-16,140,Economy,291.08,241.13,97.86,180,49,6,6,1,0
2024-01-29,2024-06-16,139,Business,1020.01,694.24,104.08,40,14,6,6,1,0
2024-02-26,2024-06-16,111,Business,1061.78,947.23,105.01,40,17,6,6,1,0
2024-03-07,2024-06-16,101,Economy,332.78,440.8,98.47,180,60,6,6,1,0
2024-03-12,2024-06-16,96,Business,1269.42,1526.63,102.7,40,17,6,6,1,0
2024-03-21,2024-06-16,87,Business,1044.17,817.84,95.33,40,20,6,6,1,0
2024-04-03,2024-06-16,74,Economy,345.65,423.13,98.69,180,67,6,6,1,0
2024-04-06,2024-06-16,71,Business,1172.25,1312.93,95.61,40,21,6,6,1,0
2024-04-16,2024-06-16,61,Economy,391.91,364.85,107.03,180,78,6,6,1,0
2024-04-18,2024-06-16,59,Economy,382.22,300.93,101.86,180,86,6,6,1,0
2024-04-20,2024-06-16,57,Economy,401.47,543.34,104.31,180,97,6,6,1,0
2024-05-04,2024-06-16,43,Economy,387.63,387.42,97.37,180,107,6,6,1,0
2024-05-29,2024-06-16,18,Business,1317.6,1631.45,98.52,40,25,6,6,1,0
2024-06-01,2024-06-16,15,Economy,440.77,409.79,106.86,180,125,6,6,1,0
2024-06-05,2024-06-16,11,Business,1457.79,1932.84,93.69,40,28,6,6,1,0
2023-12-21,2024-06-18,180,Business,896.96,1031.5,101.19,40,2,1,6,0,0
2023-12-24,2024-06-18,177,Economy,260.65,274.99,103.21,180,8,1,6,0,0
2023-12-28,2024-06-18,173,Business,786.28,588.76,98.56,40,6,1,6,0,0
2024-01-10,2024-06-18,160,Economy,256.38,276.99,100.32,180,8,1,6,0,0
2024-01-18,2024-06-18,152,Economy,306.79,386.01,98.24,180,13,1,6,0,0
2024-01-25,2024-06-18,145,Economy,297.49,301.9,94.47,180,12,1,6,0,0
2024-02-06,2024-06-18,133,Economy,293.84,310.37,106.43,180,17,1,6,0,0
2024-02-09,2024-06-18,130,Economy,306.37,287.87,99.22,180,18,1,6,0,0
2024-02-19,2024-06-18,120,Economy,333.49,407.16,94.26,180,25,1,6,0,0
2024-02-25,2024-06-18,114,Economy,350.93,279.08,104.66,180,25,1,6,0,0
2024-02-26,2024-06-18,113,Economy,315.17,211.34,99.29,180,32,1,6,0,0
2024-03-02,2024-06-18,108,Business,1088.14,1240.74,98.02,40,8,1,6,0,0
2024-03-06,2024-06-18,104,Business,1078.35,1315.88,100.42,40,10,1,6,0,0
2024-03-14,2024-06-18,96,Business,1141.06,1378.93,100.12,40,11,1,6,0,0
2024-03-19,2024-06-18,91,Economy,363.26,309.17,100.27,180,29,1,6,0,0
2024-03-31,2024-06-18,79,Economy,383.68,355.76,95.64,180,37,1,6,0,0
2024-04-04,2024-06-18,75,Business,1127.48,906.55,97.47,40,14,1,6,0,0
2024-04-10,2024-06-18,69,Business,1297.53,1044.07,99.31,40,17,1,6,0,0
2024-04-14,2024-06-18,65,Economy,348.63,423.19,94.38,180,47,1,6,0,0
2024-04-18,2024-06-18,61,Economy,357.34,274.55,99.59,180,53,1,6,0,0
2024-04-24,2024-06-18,55,Economy,402.63,352.14,95.57,180,38,1,6,0,0
2024-04-25,2024-06-18,54,Economy,394.94,354.59,100.99,180,63,1,6,0,0
2024-04-25,2024-06-18,54,Economy,402.47,451.11,96.06,180,44,1,6,0,0
2024-04-27,2024-06-18,52,Business,1337.07,1604.79,100.01,40,19,1,6,0,0
2024-04-27,2024-06-18,52,Economy,400.87,325.25,96.15,180,53,1,6,0,0
2024-05-04,2024-06-18,45,Business,1275.78,1274.94,108.45,40,22,1,6,0,0
2024-05-07,2024-06-18,42,Business,1267.74,1551.55,99.45,40,24,1,6,0,0
2024-05-17,2024-06-18,32,Business,1233.81,1603.74,98.24,40,25,1,6,0,0
2024-05-17,2024-06-18,32,Economy,419.25,370.28,99.01,180,62,1,6,0,0
2024-05-18,2024-06-18,31,Economy,388.19,363.1,98.62,180,70,1,6,0,0
2024-05-22,2024-06-18,27,Economy,440.54,474.59,100.76,180,67,1,6,0,0
2024-05-23,2024-06-18,26,Economy,423.76,438.51,103.02,180,75,1,6,0,0
2024-05-26,2024-06-18,23,Business,1341.14,1172.03,98.45,40,25,1,6,0,0
2024-05-29,2024-06-18,20,Economy,437.4,362.04,102.81,180,73,1,6,0,0
2024-06-01,2024-06-18,17,Economy,460.52,481.95,101.97,180,80,1,6,0,0
2024-06-01,2024-06-18,17,Economy,364.23,296.26,102.59,180,88,1,6,0,0
2024-01-19,2024-06-19,152,Business,899.18,907.12,88.44,40,1,2,6,0,0
2024-01-24,2024-06-19,147,Business,878.67,848.12,107.02,40,2,2,6,0,0
2024-01-30,2024-06-19,141,Business,901.44,1132.74,107.66,40,4,2,6,0,0
2024-02-04,2024-06-19,136,Business,974.79,978.53,97.15,40,6,2,6,0,0
2024-04-17,2024-06-19,63,Business,1299.05,1470.98,98.58,40,10,2,6,0,0
2024-04-20,2024-06-19,60,Business,1229.0,1148.91,106.91,40,12,2,6,0,0
2024-04-21,2024-06-19,59,Business,1258.14,1416.17,89.52,40,14,2,6,0,0
2024-04-23,2024-06-19,57,Business,1259.78,896.12,91.17,40,15,2,6,0,0
2024-05-03,2024-06-19,47,Business,1307.12,1617.37,100.41,40,16,2,6,0,0
2024-05-08,2024-06-19,42,Business,1265.85,1400.19,103.76,40,16,2,6,0,0
2024-05-09,2024-06-19,41,Business,1329.63,1584.19,100.38,40,18,2,6,0,0
2024-06-15,2024-06-19,4,Business,1391.5,1556.96,94.93,40,19,2,6,0,0
2024-01-03,2024-06-20,169,Economy,246.03,254.52,104.53,180,6,3,6,0,0
2024-01-07,2024-06-20,165,Economy,275.4,319.61,100.28,180,11,3,6,0,0
2024-01-27,2024-06-20,145,Economy,292.13,351.23,99.45,180,14,3,6,0,0
2024-02-15,2024-06-20,126,Economy,327.76,427.85,98.99,180,17,3,6,0,0
2024-02-19,2024-06-20,122,Economy,342.46,335.67,95.81,180,25,3,6,0,0
2024-03-10,2024-06-20,102,Economy,334.55,380.96,108.94,180,31,3,6,0,0
2024-04-26,2024-06-20,55,Economy,410.64,439.99,99.11,180,45,3,6,0,0
2024-04-30,2024-06-20,51,Economy,406.34,329.8,106.92,180,55,3,6,0,0
2024-05-04,2024-06-20,47,Economy,379.8,425.4,98.75,180,70,3,6,0,0
2024-05-06,2024-06-20,45,Economy,429.68,382.32,101.77,180,83,3,6,0,0
2024-06-06,2024-06-20,14,Economy,464.33,554.53,111.18,180,91,3,6,0,0
2024-06-15,2024-06-20,5,Economy,449.7,498.1,96.48,180,100,3,6,0,0
2024-01-05,2024-06-21,168,Economy,269.06,255.85,94.33,180,4,4,6,0,0
2024-02-12,2024-06-21,130,Economy,299.05,299.33,95.47,180,10,4,6,0,0
2024-03-07,2024-06-21,106,Economy,335.56,395.69,109.43,180,18,4,6,0,0
2024-03-31,2024-06-21,82,Economy,384.9,437.74,96.87,180,27,4,6,0,0
2024-04-02,2024-06-21,80,Economy,357.15,247.37,100.23,180,41,4,6,0,0
2024-04-04,2024-06-21,78,Economy,378.66,363.09,91.58,180,48,4,6,0,0
2024-04-15,2024-06-21,67,Economy,373.72,322.12,98.85,180,58,4,6,0,0
2024-04-16,2024-06-21,66,Economy,371.32,339.69,102.62,180,67,4,6,0,0
2024-04-19,2024-06-21,63,Economy,371.82,415.71,102.03,180,79,4,6,0,0
2024-05-16,2024-06-21,36,Economy,393.84,481.76,96.51,180,94,4,6,0,0
2024-05-31,2024-06-21,21,Economy,449.12,541.98,104.96,180,101,4,6,0,0
2024-06-13,2024-06-21,8,Economy,503.35,428.48,104.41,180,112,4,6,0,0
2023-12-25,2024-06-22,180,Business,822.35,926.98,95.02,40,3,5,6,1,0
2023-12-29,2024-06-22,176,Business,879.12,765.95,101.46,40,4,5,6,1,0
2024-01-09,2024-06-22,165,Business,877.59,957.28,103.81,40,8,5,6,1,0
2024-02-24,2024-06-22,119,Business,984.83,1032.14,96.39,40,10,5,6,1,0
2024-03-06,2024-06-22,108,Business,1083.45,1084.29,98.26,40,12,5,6,1,0
2024-03-08,2024-06-22,106,Business,1077.09,1070.26,101.56,40,15,5,6,1,0
2024-03-17,2024-06-22,97,Business,1171.55,1258.49,99.01,40,16,5,6,1,0
2024-04-25,2024-06-22,58,Business,1363.55,1419.67,110.92,40,16,5,6,1,0
2024-05-15,2024-06-22,38,Business,1231.97,1299.57,101.81,40,23,5,6,1,0
2024-05-29,2024-06-22,24,Business,1383.84,1796.45,104.9,40,25,5,6,1,0
2024-06-04,2024-06-22,18,Business,1548.4,1241.15,97.93,40,31,5,6,1,0
2024-06-20,2024-06-22,2,Business,1491.16,1669.03,107.69,40,35,5,6,1,0
2023-12-29,2024-06-23,177,Economy,238.9,200.61,103.77,180,8,6,6,1,0
2024-01-06,2024-06-23,169,Economy,277.61,283.57,117.78,180,20,6,6,1,0
2024-01-18,2024-06-23,157,Economy,279.46,326.7,93.84,180,28,6,6,1,0
2024-01-24,2024-06-23,151,Economy,296.5,376.42,100.22,180,39,6,6,1,0
2024-03-13,2024-06-23,102,Economy,341.15,316.57,110.17,180,52,6,6,1,0
2024-03-16,2024-06-23,99,Economy,307.94,329.95,102.99,180,57,6,6,1,0
2024-04-14,2024-06-23,70,Economy,360.14,370.52,108.09,180,62,6,6,1,0
2024-04-19,2024-06-23,65,Economy,390.82,564.87,97.15,180,71,6,6,1,0
2024-04-27,2024-06-23,57,Economy,393.35,498.0,94.36,180,80,6,6,1,0
2024-05-13,2024-06-23,41,Economy,443.49,474.29,100.1,180,87,6,6,1,0
2024-05-23,2024-06-23,31,Economy,381.67,421.95,104.95,180,98,6,6,1,0
2024-06-20,2024-06-23,3,Economy,458.25,404.93,98.54,180,113,6,6,1,0
2023-12-31,2024-06-24,176,Economy,265.51,147.9,95.88,180,8,0,6,0,0
2024-01-29,2024-06-24,147,Economy,297.35,370.72,102.73,180,16,0,6,0,0
2024-02-05,2024-06-24,140,Economy,299.37,283.62,100.8,180,25,0,6,0,0
2024-02-06,2024-06-24,139,Economy,303.84,246.06,99.51,180,38,0,6,0,0
2024-03-05,2024-06-24,111,Economy,333.86,269.03,101.64,180,46,0,6,0,0
2024-03-19,2024-06-24,97,Economy,324.91,335.18,112.35,180,49,0,6,0,0
2024-03-24,2024-06-24,92,Economy,355.77,338.17,103.07,180,61,0,6,0,0
2024-04-28,2024-06-24,57,Economy,406.23,487.29,108.92,180,66,0,6,0,0
2024-05-24,2024-06-24,31,Economy,437.53,430.35,102.99,180,74,0,6,0,0
2024-05-28,2024-06-24,27,Economy,368.58,350.58,99.98,180,90,0,6,0,0
2024-06-03,2024-06-24,21,Economy,465.59,537.72,95.37,180,100,0,6,0,0
2024-06-21,2024-06-24,3,Economy,466.07,402.58,101.46,180,112,0,6,0,0
2024-01-07,2024-06-25,170,Economy,262.52,252.62,96.18,180,8,1,6,0,0
2024-02-25,2024-06-25,121,Economy,306.89,277.94,97.5,180,19,1,6,0,0
2024-03-13,2024-06-25,104,Economy,337.02,308.61,91.61,180,24,1,6,0,0
2024-03-15,2024-06-25,102,Economy,328.61,364.97,96.85,180,31,1,6,0,0
2024-04-04,2024-06-25,82,Economy,374.19,390.2,107.24,180,39,1,6,0,0
2024-04-17,2024-06-25,69,Economy,354.55,371.41,92.11,180,43,1,6,0,0
2024-04-26,2024-06-25,60,Economy,378.27,431.36,99.09,180,50,1,6,0,0
2024-04-29,2024-06-25,57,Economy,395.09,416.28,102.23,180,54,1,6,0,0
2024-05-14,2024-06-25,42,Economy,397.41,475.06,110.5,180,60,1,6,0,0
2024-05-28,2024-06-25,28,Economy,453.66,553.33,104.41,180,65,1,6,0,0
2024-06-05,2024-06-25,20,Economy,411.59,460.92,101.58,180,73,1,6,0,0
2024-06-21,2024-06-25,4,Economy,429.66,367.53,98.81,180,80,1,6,0,0
2024-01-12,2024-06-26,166,Economy,270.06,240.31,98.37,180,12,2,6,0,0
2024-01-16,2024-06-26,162,Economy,284.16,222.64,97.86,180,16,2,6,0,0
2024-02-29,2024-06-26,118,Economy,336.81,405.22,99.65,180,23,2,6,0,0
2024-03-07,2024-06-26,111,Economy,333.55,316.62,102.72,180,31,2,6,0,0
2024-03-10,2024-06-26,108,Economy,340.67,279.91,90.98,180,37,2,6,0,0
